gen,best_train_mse,mean_train_mse,val_mse,sigma,diversity
82,0.01230210554,0.4519794907,0.008958214274,0.1392945246,0.5421406939
83,0.01230210554,0.4242725137,0.008958214274,0.1391688006,0.5502830895
84,0.01230210554,0.4666282593,0.008958214274,0.1390431901,0.5605476508
85,0.01230210554,0.426396506,0.008958214274,0.1389176929,0.5722609091
86,0.01230210554,0.4864796014,0.008958214274,0.138792309,0.581665463
87,0.01230210554,0.397099148,0.008958214274,0.1386670383,0.583480708
88,0.01230210554,0.4232316946,0.008958214274,0.1385418807,0.5925948904
89,0.01230210554,0.4047059024,0.008958214274,0.138416836,0.6003969743
90,0.01230210554,0.3876444612,0.008958214274,0.1382919041,0.6096077038
91,0.01230210554,0.4277243959,0.008958214274,0.1381670851,0.6186790497
92,0.01230210554,0.4385398011,0.008958214274,0.1380423787,0.6250941308
93,0.01230210554,0.4055326969,0.008958214274,0.1379177848,0.6334451199
94,0.01230210554,0.3953239726,0.008958214274,0.1377933034,0.6209348607
95,0.01230210554,0.3787266501,0.008958214274,0.1376689344,0.6277361248
96,0.01230210554,0.4253093843,0.008958214274,0.1375446776,0.6434723118
97,0.01230210554,0.436288307,0.008958214274,0.1374205329,0.6375165658
98,0.01230210554,0.3943680557,0.008958214274,0.1372965003,0.6393967325
99,0.01230210554,0.336084097,0.008958214274,0.1371725797,0.6375650276
100,0.01230210554,0.3636181452,0.008958214274,0.1370487709,0.6329660614
101,0.01230210554,0.4391927822,0.008958214274,0.1369250739,0.6313823503
102,0.01230210554,0.3859285345,0.008958214274,0.1368014885,0.6309758374
103,0.01230210554,0.4063349264,0.008958214274,0.1366780146,0.655937188
104,0.01230210554,0.5065548518,0.008958214274,0.1365546522,0.6674304592
105,0.01230210554,0.4109513084,0.008958214274,0.1364314011,0.6721583022
106,0.01230210554,0.4355824649,0.008958214274,0.1363082613,0.6893067437
107,0.01230210554,0.410215814,0.008958214274,0.1361852326,0.7079492481
108,0.01230210554,0.4432700324,0.008958214274,0.136062315,0.7235655556
109,0.01230210554,0.4247621008,0.008958214274,0.1359395083,0.7543423816
110,0.01230210554,0.418979388,0.008958214274,0.1358168125,0.7779529039
111,0.01230210554,0.3871247554,0.008958214274,0.1356942274,0.80200121
112,0.01230210554,0.3528355445,0.008958214274,0.1355717529,0.8320774076
113,0.01230210554,0.3714120805,0.008958214274,0.135449389,0.8603337949
114,0.01230210554,0.3838046724,0.008958214274,0.1353271355,0.878081799
115,0.01230210554,0.3715046031,0.008958214274,0.1352049924,0.8911743576
116,0.01230210554,0.3647311851,0.008958214274,0.1350829595,0.9155235893
117,0.01230210554,0.3901245209,0.008958214274,0.1349610367,0.9226083391
118,0.01230210554,0.3852492655,0.008958214274,0.134839224,0.9295429588
119,0.01230210554,0.3444704693,0.008958214274,0.1347175213,0.951288231
120,0.01230210554,0.3883154401,0.008958214274,0.1345959283,0.9909684852
121,0.01230210554,0.3566853529,0.008958214274,0.1344744452,1.007693203
122,0.01230210554,0.3418131518,0.008958214274,0.1343530717,1.044696637
123,0.01230210554,0.3322906116,0.008958214274,0.1342318077,1.061536602
124,0.01230210554,0.3307331603,0.008958214274,0.1341106532,1.073697253
125,0.01230210554,0.3492209218,0.008958214274,0.133989608,1.072517485
126,0.01230210554,0.3249930075,0.008958214274,0.1338686721,1.100521691
127,0.01230210554,0.2767361437,0.008958214274,0.1337478453,1.142932636
128,0.01230210554,0.3519881987,0.008958214274,0.1336271276,1.160493836
129,0.01230210554,0.3077964811,0.008958214274,0.1335065189,1.210031321
130,0.01230210554,0.3033983491,0.008958214274,0.133386019,1.249645882
131,0.01230210554,0.272806762,0.008958214274,0.1332656278,1.312418475
132,0.01230210554,0.2273903508,0.008958214274,0.1331453454,1.346627343
